system	micro-p	micro-r	micro-f1	macro-p	macro-r	macro-f1	micro-p-loo	micro-r-loo	micro-f1-loo	macro-p-loo	macro-r-loo	macro-f1-loo	micro-p-lto	micro-r-lto	micro-f1-lto	macro-p-lto	macro-r-lto	macro-f1-lto
SF_CIS5	0.1785132935431362	0.25385802469135804	0.20962089837527872	0.21635378676141276	0.2647082329854736	0.210690632762172	0.31682027649769584	0.21384136858475894	0.255338904363974	0.23050668996384288	0.23854595605816073	0.21294633580742575	0.6666666666666666	0.032441200324412	0.06187161639597834	0.05615942028985511	0.04054664136185877	0.040904777589560196
KB_BBN3	0.4398305084745763	0.40046296296296297	0.41922455573505657	0.31845517882948987	0.3265798383385258	0.2944759907870938	0.4806786050895382	0.3941267387944359	0.43312101910828027	0.33017000964545784	0.3210718629964904	0.29985138934584776	0.7142857142857143	0.10279605263157894	0.1797268152408339	0.15379746835443023	0.0901404121295623	0.10058214239046069
KB_NYU1	0.4238310708898944	0.21682098765432098	0.28688106176620726	0.2070388289274577	0.19522490349208133	0.17947811959887455	0.4238310708898944	0.21682098765432098	0.28688106176620726	0.2070388289274577	0.19522490349208133	0.17947811959887455	0.6875	0.02576112412177986	0.04966139954853273	0.05334538878842677	0.025206371386299057	0.030536428079242676
SF_StaRAI20154	0.07049608355091384	0.020833333333333332	0.03216200119118523	0.0170072468218942	0.02563154145432626	0.017984558443714056	0.07547169811320754	0.018532818532818532	0.029758214507129573	0.016329759752002092	0.024369241367433046	0.017548647157893178	0.0	0.0	0.0	0.0	0.0	0.0
SF_BUPT_PRIS4	0.15175879396984926	0.11651234567901235	0.13182016586643386	0.11162490312580728	0.13605178494590467	0.10716971966788497	0.15175879396984926	0.11651234567901235	0.13182016586643386	0.11162490312580728	0.13605178494590467	0.10716971966788497	0.3333333333333333	0.001589825119236884	0.003164556962025317	0.003629764065335753	0.002117362371445856	0.0023334197562872717
LDC	0.8818443804034583	0.2361111111111111	0.37248934875228246	0.5067811934900549	0.3671515793584971	0.39535812468260856	0.9148936170212766	0.0346494762288477	0.06677018633540373	0.07889908256880739	0.05317740363611928	0.05872724625018204	0.9148936170212766	0.0346494762288477	0.06677018633540373	0.07889908256880739	0.05317740363611928	0.05872724625018204
KB_BBN2	0.5119825708061002	0.3626543209876543	0.4245709123757904	0.335927262410083	0.31835639246776926	0.3001623952132156	0.5119825708061002	0.3626543209876543	0.4245709123757904	0.335927262410083	0.31835639246776926	0.3001623952132156	0.6951219512195121	0.09375	0.16521739130434782	0.1429475587703436	0.0861048154176545	0.09530357526740885
SF_StaRAI20155	0.07094594594594594	0.016203703703703703	0.02638190954773869	0.015493412554895388	0.02291612847670712	0.01648112787353293	0.07094594594594594	0.016203703703703703	0.02638190954773869	0.015493412554895388	0.02291612847670712	0.01648112787353293	0.0	0.0	0.0	0.0	0.0	0.0
SF_BUPT_PRIS1	0.27414903403863844	0.22993827160493827	0.25010490977759126	0.2151616265992395	0.2537992522071062	0.2052570099310478	0.2746741154562384	0.22762345679012347	0.2489451476793249	0.21064083093920347	0.25018261567907757	0.201640373403019	0.6	0.009538950715421303	0.018779342723004695	0.021778584392014518	0.011569041968316022	0.013114683259873836
KB_ICTCAS_OKN1	0.3333333333333333	0.010802469135802469	0.02092675635276532	0.020494273658830643	0.009377421854817878	0.011888754203401585	0.52	0.010030864197530864	0.019682059046177137	0.020494273658830643	0.009119090674244377	0.011537136763176557	1.0	0.0007716049382716049	0.0015420200462606013	0.001808318264014466	0.0006027727546714905	0.000904159132007233
SF_BUPT_PRIS5	0.1527638190954774	0.11728395061728394	0.1326931470973374	0.11207698269181098	0.137860103209919	0.10789304697349068	0.1529888551165147	0.11651234567901235	0.1322820849759089	0.11213725996727802	0.13605178494590467	0.10760495705397857	0.3333333333333333	0.001589825119236884	0.003164556962025317	0.003629764065335753	0.002117362371445856	0.0023334197562872717
KB_UFV1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KB_UMass_IESL1	0.2722007722007722	0.2175925925925926	0.24185248713550603	0.1963309244615754	0.19559304107291028	0.17573077313358654	0.27176015473887816	0.21682098765432098	0.2412017167381974	0.19630222099706732	0.19544234788424233	0.1756129378582371	0.7209302325581395	0.024390243902439025	0.04718417047184171	0.04990925589836666	0.018393750834767172	0.02381726460673828
KB_UMass_IESL2	0.21794871794871795	0.2361111111111111	0.22666666666666668	0.1972961383655242	0.20757651493809867	0.18069021742612823	0.279467680608365	0.22685185185185186	0.25042589437819424	0.19541938865542283	0.200079001164657	0.17769885551324588	0.7551020408163265	0.029110936270653028	0.05606060606060606	0.06079854809437394	0.01769741148144053	0.024057496244429107
SF_ZJU_DCD_SF2	0.13015873015873017	0.06327160493827161	0.08515057113187956	0.1074141048824592	0.07201681873658256	0.07475874938804426	0.18857142857142858	0.025522041763341066	0.04495912806539509	0.05078360458107294	0.035791785068457774	0.03735899423060359	0.5238095238095238	0.008566978193146417	0.016858237547892715	0.020220588235294105	0.011948529411764698	0.013944327731092433
