run_id	p	r	f1	n_samples	delta_p	delta_r	delta_f1	p_lrange	r_lrange	f1_lrange	p_rrange	r_rrange	f1_rrange
SF_Stanford4	0.6225490196078471	0.19598765432098741	0.2981220657276997	5000.0	0.00533300649792	0.000233203905627	0.00265349284275	0.0626393063942	0.048534125345	0.0601635839589	0.0639434071799	0.0598990357201	0.0636282130263
SF_UGENT_IBCN1	0.34230769230768987	0.2746913580246897	0.3047945205479432	5000.0	0.000335639319566	0.00169058288948	0.00486312923184	0.0685345529881	0.074670482644	0.0491630462264	0.0662758343358	0.0688223637462	0.0494751461916
SF_UGENT_IBCN2	0.34230769230768987	0.2746913580246897	0.3047945205479432	5000.0	-0.00113564079485	0.00169058288948	0.00363220844248	0.0763199155311	0.074670482644	0.0535593978446	0.0650073711228	0.0688223637462	0.0579128689449
SF_UGENT_IBCN3	0.32610659439927586	0.27854938271604773	0.30045776113191686	5000.0	0.00337294231596	0.00159586793038	0.00569118608421	0.0564108944497	0.0707144828873	0.0499072732904	0.0728345849249	0.0771163675337	0.0490617126802
SF_UGENT_IBCN4	0.2766990291262095	0.3078703703703687	0.29145361577793705	5000.0	-5.58834285329e-05	0.00165824446212	0.00425712893578	0.0615903357522	0.0735730273887	0.0493196891198	0.0617213998652	0.0897938237063	0.0557200616546
SF_UMass_IESL1	0.3229885057471337	0.21682098765432017	0.2594644506001864	5000.0	0.00313082286268	0.000113728096853	0.0041812257598	0.0686539791808	0.0609710097868	0.0503542034837	0.06991450223	0.0638530701794	0.0497910568715
SF_UMass_IESL2	0.1820330969267078	0.2376543209876535	0.2061579651941055	5000.0	-0.000891997478174	-0.000779539396465	0.00252601959961	0.0549250944049	0.065264544579	0.0413035228014	0.0549372244357	0.0725894094478	0.0464413863475
SF_UMass_IESL3	0.21679827709978233	0.2330246913580238	0.22461881740423786	5000.0	0.00390129756421	-0.00190337890746	0.00482013491071	0.0566469795356	0.0634713828107	0.0451814007022	0.0573474818854	0.0672824385882	0.0434255631614
SF_UMass_IESL4	0.35022354694485797	0.1813271604938266	0.23894255210981127	5000.0	-0.0013894027685	0.0012563766098	0.00352072446646	0.0624245457877	0.0503627142773	0.0487610036967	0.0700102424354	0.0659199974121	0.0559544077052
SF_UMass_IESL5	0.312801932367156	0.19984567901234482	0.2438794726930333	5000.0	0.00230598955039	-0.000500411977545	0.00325489884675	0.0743262077472	0.0579248161098	0.0496655474367	0.0719056128468	0.0588607578807	0.052293808197
SF_UTAustin1	0.5509259259259341	0.18364197530864199	0.275462962962964	5000.0	0.000701996678192	-0.000611234798068	0.00147246712688	0.0719630596825	0.0544205799471	0.0659235626294	0.0680966814393	0.0593905016052	0.0665367211816
SF_UWashington1	0.5154639175257689	0.15432098765432098	0.23752969121140097	5000.0	-0.00557886048229	-0.00162959724134	4.19120632517e-05	0.0723242208177	0.055829755701	0.0700858414235	0.0675578796463	0.0583328711831	0.0708304119508
SF_UWashington2	0.6504065040650423	0.06172839506172883	0.11275546159267166	5000.0	0.000747756002046	-0.000595729084863	-0.000184526835373	0.0729327090469	0.0266748359108	0.0453231315489	0.0555259847614	0.0289761891635	0.0481991291516
SF_UWashington3	0.5535714285714257	0.07175925925925962	0.12704918032786933	5000.0	-0.000357096778373	-0.00247663814327	-0.00165377680075	0.0676729943763	0.0419416177423	0.0677241103918	0.0769759791547	0.0486562659285	0.0706598273111
SF_UWashington4	0.4452054794520496	0.05015432098765471	0.09015256588072174	5000.0	0.00279488135855	0.000662268618171	0.00226041473683	0.0648895896901	0.0257739101222	0.042970195008	0.0808199482641	0.0346799318939	0.0538589547361
SF_ZJU_DCD_SF1	0.12185430463575933	0.07098765432098812	0.08971233544612361	5000.0	-0.0015287333173	-0.00221327150804	0.00122323320505	0.0452580379531	0.0380692846506	0.0345606191724	0.0525742139553	0.0456805120867	0.0393763581036
SF_ZJU_DCD_SF2	0.13078149920255022	0.06327160493827208	0.08528341133645355	5000.0	0.00135794649677	-0.000727557442861	0.00290175176169	0.0423131256184	0.0311105088605	0.0312304095605	0.0470056105088	0.042787306316	0.0328586568251
